FILINGMANAGER_NAME,Quarter_Count,Average_Holdings_Per_Quarter,Max_Holdings_Single_Quarter
Czech National Bank,10,506950687.9,1443315704
D L CARLSON INVESTMENT GROUP INC,7,24498848.57142857,31300955
"D'Orazio & Associates, Inc.",21,3128549.904761905,10517531
"D. B. Root & Company, LLC",2,5571.0,6080
"D. SCOTT NEAL, INC.",16,737013.3125,1714632
D.A. DAVIDSON & CO.,21,124012077.76190476,379434845
"D.B. Root & Company, LLC",19,4151562.6315789474,10451472
"DAGCO, INC.",6,6911059.0,11610320
"DAGCO, Inc.",15,1560546.0666666667,9166915
DAHRING | CUSMANO LLC,1,602546.0,602546
DARK FOREST CAPITAL MANAGEMENT LP,5,1591653.6,6925692
DARRELL & KING LLC,4,462.25,606
DAVENPORT & Co LLC,16,135215980.8125,336227981
DAVIDSON INVESTMENT ADVISORS,21,33587995.0952381,126369862
DAVIDSON TRUST CO,21,4152295.1428571427,14492807
DAVIS R M INC,21,55663210.38095238,281358912
DAVIS-REA LTD.,17,1185259.1176470588,6583730
"DAYMARK WEALTH PARTNERS, LLC",9,141523442.2222222,379707902
"DB Wealth Management Group, LLC",13,892105.5384615385,2527819
"DBK Financial Counsel, LLC",12,642143.9166666666,1388471
"DC Investments Management, LLC",1,29672.0,29672
"DCF Advisers, LLC",21,1189128.0476190476,4212400
"DCM Advisors, LLC",17,9866879.11764706,20951498
"DDD Partners, LLC",21,15014838.666666666,41224896
"DDFG, Inc",9,5596884.777777778,10395868
DE BURLO GROUP INC,21,18449322.19047619,50758429
DEARBORN PARTNERS LLC,21,55834639.666666664,147536806
"DEEPWATER ASSET MANAGEMENT, LLC",1,1916715.0,1916715
"DEFINE FINANCIAL, LLC",1,225062.0,225062
"DEFINED WEALTH MANAGEMENT, LLC",17,1080779.1176470588,2818618
DELPHI MANAGEMENT INC /MA/,1,2670.0,2670
DELTA ASSET MANAGEMENT LLC/TN,21,4517737.619047619,13034817
DELTA FINANCIAL ADVISORS LLC,9,13476147.111111112,17344661
DELTEC ASSET MANAGEMENT LLC,21,2132538.6666666665,7598829
DENALI ADVISORS LLC,2,37672051.5,40234731
"DENVER WEALTH MANAGEMENT, INC.",13,4929943.461538462,8266968
"DERBY & COMPANY, INC",8,2644.0,5688
DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,21,22544.904761904763,35694
DEUTSCHE BANK AG\,6,170208996.66666666,221559780
DF DENT & CO INC,21,7534152.666666667,23445823
"DFPG INVESTMENTS, LLC",17,11233205.05882353,50974488
"DGS Capital Management, LLC",13,6592615.384615385,14030316
"DHJJ Financial Advisors, Ltd.",17,1038646.4117647059,2520443
"DHK Financial Advisors, Inc.",3,788627.6666666666,847606
"DIAMANT ASSET MANAGEMENT, INC.",20,14048865.5,46629722
"DIFESA CAPITAL MANAGEMENT, LP",7,1189371.2857142857,3258718
DIKER MANAGEMENT LLC,21,1090747.0,3291020
DIMENSION CAPITAL MANAGEMENT LLC,22,2153632.3181818184,11103800
DIMENSIONAL FUND ADVISORS LP,11,6430001220.090909,11699482432
DISCIPLINED GROWTH INVESTORS INC /MN,17,173149.88235294117,408501
"DIVERGENT WEALTH ADVISORS, LLC",4,817.75,1056
"DIVERSIFY WEALTH MANAGEMENT, LLC",3,16575176.333333334,23912037
"DIVIDEND ASSETS CAPITAL, LLC",21,692340.1904761905,5281207
"DIXON FNANCIAL SERVICES, INC.",13,2220313.6153846155,4234896
DIXON HUBARD FEINOUR & BROWN INC/VA,11,34376.181818181816,58605
DJE Kapital AG,1,136026766.0,136026766
"DKM Wealth Management, Inc.",1,5345446.0,5345446
"DLK Investment Management, LLC",5,15426528.2,17809583
"DMC Group, LLC",8,11335964.875,13088702
"DMG Group, LLC",5,18431.2,21098
"DMKC Advisory Services, LLC",1,2228244.0,2228244
DOCK STREET ASSET MANAGEMENT INC,17,34288719.058823526,81782952
DOHENY ASSET MANAGEMENT /CA,20,16196.15,27597
"DOHJ, LLC",21,1667201.380952381,5360515
"DOLIVER ADVISORS, LP",21,2072679.4285714286,6491071
"DONALDSON CAPITAL MANAGEMENT, LLC",21,47332853.9047619,139451899
"DOPKINS WEALTH MANAGEMENT, LLC",13,1565528.1538461538,3245208
DORCHESTER WEALTH MANAGEMENT Co,21,21118690.38095238,59031561
DORVAL Corp,5,357236.2,435480
"DOVER ADVISORS, LLC",9,9625771.0,13556988
DOWLING & YAHNKE LLC,12,60098.333333333336,85413
DRAVO BAY LLC,6,478932.5,1786268
"DRH Investments, Inc.",8,44885.125,141404
DRIEHAUS CAPITAL MANAGEMENT LLC,14,167986.57142857142,1300237
"DRIVE WEALTH MANAGEMENT, LLC",13,7795144.0,16592746
DROMS STRAUSS ADVISORS INC /MO/ /ADV,17,646390.8823529412,3778746
"DSC Advisors, L.P.",1,6370.0,6370
DSM CAPITAL PARTNERS LLC,1,414925154.0,414925154
"DT Investment Partners, LLC",21,3294997.0476190476,12403760
"DUALITY ADVISERS, LP",7,1298677.142857143,5247223
DUBUQUE BANK & TRUST,2,25278.0,25998
DUBUQUE BANK & TRUST CO,10,4679176.5,24640203
"DUDLEY CAPITAL MANAGEMENT, LLC",9,12363287.666666666,15897926
DUFF & PHELPS INVESTMENT MANAGEMENT CO,19,4733220.105263158,15605712
DUMONT & BLAKE INVESTMENT ADVISORS LLC,21,3637977.476190476,29895273
DUNCKER STREETT & CO INC,21,6804524.619047619,20286561
DUPONT CAPITAL MANAGEMENT CORP,21,33057645.95238095,127977527
"DURANTE & WATERS, LLC",5,1412391.6,2117746
"DWM Financial Group, Inc.",5,330.0,625
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",20,2078032.85,11805657
Daiwa Securities Group Inc.,3,645825.3333333334,923855
Dakota Community Bank & Trust NA,10,430379.4,706184
Dakota Wealth Management,18,16331222.611111112,95492624
Dale Q Rice Investment Management Ltd,1,55167018.0,55167018
"Dana Investment Advisors, Inc.",21,55018514.76190476,247946898
"Danda Trouve Investment Management, Inc.",12,1243.8333333333333,2650
"Daner Wealth Management, LLC",1,819066.0,819066
"Daniels&Tansey,LLP",13,162420.46153846153,619540
Dantai Capital Ltd,6,5775777.166666667,10651595
Darden Wealth Group Inc,3,9440953.666666666,10219689
"Darrow Company, Inc.",6,528558.6666666666,851727
"Darwin Advisors, LLC",8,14952.25,19626
"Darwin Wealth Management, LLC",8,9256360.875,12694522
Dash Acquisitions Inc.,17,3518324.0588235296,9100254
"Dauntless Investment Group, LLC",1,6410752.0,6410752
David J Yvars Group,17,2728049.0,6116050
David Kennon Inc,10,1514387.1,2262809
David Loasby,3,9932.666666666666,10902
David R. Rahn & Associates Inc.,16,3724602.8125,17620301
David Wealth Management LLC,1,1617867.0,1617867
Davidson Capital Management Inc.,21,1027797.6666666666,3736300
"Davidson Kahn Capital Management, LLC",1,3961074.0,3961074
Davidson Kempner Capital Management LP,3,11779497.333333334,25239600
"Davies Financial Advisors, Inc.",4,7380754.0,8318769
Davis Capital Management,7,2214942.714285714,3581700
"Davis Investment Partners, LLC",9,4410013.111111111,5259309
Davy Global Fund Management Ltd,10,8023.9,12299
"Day & Ennis, LLC",16,3448675.625,15872985
"DeDora Capital, Inc.",21,5507453.476190476,20946978
"Dean, Jacobson Financial Services, LLC",13,256000.07692307694,504096
"Deane Retirement Strategies, Inc.",21,198167.47619047618,661050
"Decatur Capital Management, Inc.",21,8408666.904761905,28426426
"Dechtman Wealth Management, LLC",7,4535608.714285715,10550328
"DecisionMap Wealth Management, LLC",1,3736869.0,3736869
"DecisionPoint Financial, LLC",9,2036438.0,3503500
Decker Retirement Planning Inc.,1,8844681.0,8844681
DeepCurrents Investment Group LLC,2,5873741.0,11727885
"Defender Capital, LLC.",20,538387.35,1802094
Defined Financial Planning LLC,1,2776321.0,2776321
Degroof Petercam Asset Management,2,165256425.0,177477042
"Del-Sette Capital Management, LLC",13,1450843.2307692308,4073512
Delaney Dennis R,5,142186.4,708768
"Delos Wealth Advisors, LLC",15,1361257.6666666667,6774282
Delphia (USA) Inc.,7,294105.71428571426,798592
"Delta Accumulation, LLC",13,2460625.153846154,9320000
"Delta Financial Group, Inc.",8,85728.125,111420
Delta Global Management LP,1,81216546.0,81216546
"Delta Investment Management, LLC",21,5324498.095238095,15731756
"Demars Financial Group, LLC",21,2430758.8095238097,9651175
Dempze Nancy E,13,109077.30769230769,1390121
Dentgroup LLC,6,746379.5,1170347
"Denver PWM, LLC",4,1051988.75,1699984
Derbend Asset Management,12,3713308.0833333335,8689428
Desjardins Global Asset Management Inc.,9,14977502.666666666,64203824
Destination Wealth Management,21,69943188.76190476,208391334
Destiny Capital Corp/CO,2,221300.5,231232
"Destiny Wealth Partners, LLC",14,8881031.07142857,17571810
"Detalus Advisors, LLC",21,1703678.5714285714,5240457
"Deuterium Capital Management, LLC",12,4764644.666666667,21348338
"DiMeo Schneider & Associates, L.L.C.",1,3584.0,3584
"DiNuzzo Private Wealth, Inc.",5,1863590.4,3209760
Diameter Capital Partners LP,2,140693.0,177736
"Diligent Investors, LLC",21,6772938.0,20829223
Disciplina Capital Management LLC,17,75918.23529411765,146667
"Discipline Wealth Solutions, LLC",2,2180379.0,2347521
"Disciplined Equity Management, Inc.",11,214274.0909090909,1388142
"Disciplined Investments, LLC",15,371071.6,2084014
"Disciplined Investors, L.L.C.",1,3087220.0,3087220
Discovery Value Fund,3,2877816.6666666665,3103132
Distillate Capital Partners LLC,2,12053.5,16581
"Divergent Planning, LLC",17,987677.7647058824,2147116
Divergent Wealth Advisors,2,334376.0,351331
"Diversified Enterprises, LLC",2,15392938.0,16524242
"Diversified Investment Strategies, LLC",21,326920.7619047619,1291840
Diversified Trust Co,21,40319197.71428572,163572334
"Diversified, LLC",16,4821852.0,14261634
"Diversify Advisory Services, LLC",4,60646172.75,68009996
Dixon Hughes Goodman Wealth Advisors LLC,2,6543.5,7432
Dixon Mitchell Investment Counsel Inc.,49,32900558.285714287,64018957
"Dodds Wealth, LLC",5,2791911.6,3205169
Dodge & Cox,21,2220061.0,9417028
Dogwood Wealth Management LLC,3,1411477.6666666667,1780192
"Doman Group, LLC",1,5805.0,5805
"Domani Wealth, LLC",14,2746041.5,21395849
"Dominguez Wealth Management Solutions, Inc.",9,13928728.111111112,18285838
"Donald L. Hagan, LLC",21,555523.0,1530567
Donoghue Forlines LLC,17,1183037.4705882352,4187709
"Donor Advised Charitable Giving, Inc.",2,1966991.5,2046683
"Dorsal Capital Management, LLC",4,164844425.0,403457600
"Dorsal Capital Management, LP",1,375630000.0,375630000
Dorsey Wright & Associates,3,1407.0,1907
DoubleLine ETF Adviser LP,2,14043051.0,16798693
Dougherty Wealth Advisers LLC,21,1869545.4761904762,5613415
"Douglas Lane & Associates, LLC",21,16487848.0,46120139
"Douglass Winthrop Advisors, LLC",21,54614290.952380955,188759725
Doyle Wealth Management,12,39739.666666666664,56489
"Drake & Associates, LLC",11,2014299.6363636365,3295167
"Draper Asset Management, LLC",17,17964039.29411765,43066782
Drexel Morgan & Co.,21,3603936.9523809524,11092604
Driehaus Capital Management LLC,7,3905037.1428571427,9355740
"Drucker Wealth 3.0, LLC",3,14405478.666666666,14916586
"Drum Hill Capital, LLC",1,1020462.0,1020462
Dubuque Bank & Trust,1,28249.0,28249
Dubuque Bank & Trust Co,2,10339613.5,20652891
"Duncan Williams Asset Management, LLC",4,6670729.5,14499808
Dundas Partners LLP,21,2836511.1428571427,30606833
"Dunhill Financial, LLC",7,5171093.428571428,7706092
"Dupree Financial Group, LLC",5,4217949.2,4911555
Dynamic Advisor Solutions LLC,21,35468376.952380955,112512704
Dynamic Technology Lab Private Ltd,12,559646.4166666666,4809000
"Dynamic Wealth Strategies, LLC",5,249380.0,722211
"Dynasty Wealth Management, LLC",4,7741332.0,10311162
"E Fund Management (Hong Kong) Co., Ltd.",7,924.8571428571429,2602
"E Fund Management Co., Ltd.",11,6741689.7272727275,39207168
"E&G Advisors, LP",21,2550044.0,10348133
E. Ohman J:or Asset Management AB,2,223245290.5,243691131
EA Series Trust,1,2008947.0,2008947
EAGLE ASSET MANAGEMENT INC,20,30032366.3,121755042
EAGLE CAPITAL MANAGEMENT LLC,1,820.0,820
EAGLE GLOBAL ADVISORS LLC,21,44128203.190476194,287326047
"EAGLE ROCK INVESTMENT COMPANY, LLC",13,10735727.153846154,19854269
EAGLE WEALTH STRATEGIES LLC,5,2009688.0,2368767
EARNEST PARTNERS LLC,21,581452.9523809524,1748933
EASTERLY INVESTMENT PARTNERS LLC,7,18601.85714285714,51779
EASTERN BANK,21,43605509.28571428,247772341
EATON VANCE MANAGEMENT,11,3805623.272727273,8756046
ECLECTIC ASSOCIATES INC /ADV,17,3484799.882352941,12111683
ECOFI INVESTISSEMENTS SA,3,751192.6666666666,800462
EDENTREE ASSET MANAGEMENT Ltd,7,2969303.285714286,3640170
EDGAR LOMAX CO/VA,1,36944.0,36944
EDGEWOOD MANAGEMENT LLC,21,19917201.476190478,59510059
EDMOND DE ROTHSCHILD HOLDING S.A.,12,33526104.083333332,76577314
"EDMP, INC.",2,134540.0,260502
EFG Asset Management (Americas) Corp.,21,5894680.0,16933509
EFG Asset Management (North America) Corp.,13,8759952.76923077,22231229
EFG CAPITAL INTERNATIONAL CORP.,1,15299235.0,15299235
EHP Funds Inc.,8,463394.75,1609951
EHRLICH FINANCIAL GROUP,5,1299045.2,1557017
EIGHT 31 FINANCIAL LLC,1,4613019.0,4613019
"EIGHT 31 FINANCIAL, LLC",4,5247282.75,5991049
"ELCO Management Co., LLC",21,2724781.476190476,7833388
ELEMENT CAPITAL MANAGEMENT LLC,3,947018.6666666666,2629405
"ELEMENT POINTE ADVISORS, LLC",25,1905460.4,7806322
"ELEVATE WEALTH ADVISORY, INC",5,1801346.2,2183580
"ELEVATION WEALTH PARTNERS, LLC",1,7793311.0,7793311
ELEVATUS WELATH MANAGEMENT,7,6960026.571428572,12249935
ELLERSON GROUP INC /ADV,9,8865828.888888888,11437952
ELLINGTON MANAGEMENT GROUP LLC,3,1060.0,1527
"ELM ADVISORS, LLC",10,4186.5,6027
EMC Capital Management,17,1459.8235294117646,12545
"EMERALD ADVISERS, LLC",21,2598282.714285714,7007475
EMERALD MUTUAL FUND ADVISERS TRUST,21,668489.0476190476,2103058
"EMFO, LLC",13,4042424.153846154,8977236
"EMG Holdings, L.P.",1,3941.0,3941
EMJ Capital Ltd.,1,6635.0,6635
EMORY UNIVERSITY,3,153116.66666666666,252274
"ENCOMPASS WEALTH ADVISORS, LLC",17,4088204.2352941176,10274189
"ENDEAVOR PRIVATE WEALTH, INC.",1,1920588.0,1920588
ENGINE NO. 1 LLC,3,12599.666666666666,18957
ENTERPRISE FINANCIAL SERVICES CORP,2,4980.0,8756
"ENTREWEALTH, LLC",1,1299350.0,1299350
ENVESTNET ASSET MANAGEMENT INC,21,912920499.5238096,3268993432
ENZI WEALTH,10,1760482.5,3557374
"EP Wealth Advisors, LLC",21,148630312.52380952,513311318
EPG Wealth Management LLC,21,7570394.0,20915828
"EPIQ Capital Group, LLC",19,869637.947368421,4502108
"EPIQ PARTNERS, LLC",21,1400069.3333333333,4215570
"EQ WEALTH ADVISORS, LLC",1,405680.0,405680
EQUITABLE TRUST CO,5,39136214.0,47405257
"EQUITEC PROPRIETARY MARKETS, LLC",3,168598.66666666666,504908
ERN LLC,1,7041.0,7041
"ERTS Wealth Advisors, LLC",21,1855496.9047619049,5132259
"ERn Financial, LLC",21,3860686.619047619,17593424
ESG Planning,8,1390118.875,2708514
ESG Planning DBA Harper Investing,4,5100243.25,6896766
"ESL Trust Services, LLC",20,120235.35,451257
ESSEX INVESTMENT MANAGEMENT CO LLC,21,4847066.619047619,16259341
"ETF MANAGERS GROUP, LLC",14,152806.7857142857,1139789
"ETF Portfolio Partners, Inc.",1,1404.0,1404
"ETF Store, Inc.",13,256153.3076923077,497193
"ETFIDEA, LLC",12,2784090.75,3539297
ETRADE Capital Management LLC,4,3757.5,8325
EUBEL BRADY & SUTTMAN ASSET MANAGEMENT INC,21,1818.857142857143,5624
EUDAIMONIA ADVISORS LLC,10,3575870.8,6647796
EULAV Asset Management,21,6228948.904761905,21050614
EVERENCE CAPITAL MANAGEMENT INC,20,63423.75,93977
EVERETT HARRIS & CO /CA/,21,366962787.28571427,1089209357
EVERGREEN CAPITAL MANAGEMENT LLC,21,21202336.57142857,66055746
EVERMAY WEALTH MANAGEMENT LLC,21,5277264.476190476,14759651
EVERPAR ADVISORS LLC,5,8139474.4,9566571
EVEXIA WEALTH LLC,8,10551876.75,12477080
"EVOKE WEALTH, LLC",15,24570969.133333333,64445508
"EWA, LLC",8,3351394.125,6662504
EWG Elevate Inc.,21,1125476.6666666667,3501607
EXCALIBUR MANAGEMENT CORP,21,4659765.571428572,13654304
"EXCHANGE TRADED CONCEPTS, LLC",21,15478991.285714285,68479166
EXECUTIVE WEALTH GROUP LLC,26,1208793.576923077,4976540
"EXENCIAL WEALTH ADVISORS, LLC",21,41569595.38095238,123780980
Eagle Bay Advisors LLC,15,5386793.8,13681340
Eagle Bluffs Wealth Management LLC,13,876646.4615384615,1768216
"Eagle Capital Management, LLC",21,9525.190476190477,13544
Eagle Ridge Investment Management,21,4468475.428571428,12400854
Eagle Strategies LLC,12,5671559.666666667,12015956
"EagleClaw Capital Managment, LLC",21,9070187.666666666,42503242
"East Coast Asset Management, LLC.",21,3601183.476190476,10173008
Eastover Investment Advisors LLC,20,5067193.2,13938390
"Eaton Financial Holdings Company, LLC",6,6229354.666666667,8486957
Eaton Vance Management,1,4908436.0,4908436
Eaton-Cambridge Inc.,5,2375835.8,2703788
Echo Street Capital Management LLC,8,58442201.25,201253574
"Echo Wealth Management, LLC",17,2154010.411764706,8001423
Echo45 Advisors LLC,13,1365646.5384615385,2581631
Econ Financial Services Corp,4,581407.25,2324995
"Edge Capital Group, LLC",21,10419958.666666666,33240712
Edge Financial Advisors LLC,3,6209135.333333333,6898429
Edge Wealth Management LLC,21,15997871.0,46552432
EdgeRock Capital LLC,10,2867088.1,6940979
"Edgemoor Investment Advisors, Inc.",21,31405870.14285714,90511081
"Edgestream Partners, L.P.",20,9665744.85,31554652
"Edmonds Duncan Registered Investment Advisors, LLC",20,2105795.85,6526121
Efficient Wealth Management LLC,3,850.0,974
Eidelman Virant Capital,12,414485.8333333333,4849629
Eisler Capital (UK) Ltd.,8,170234796.25,725990916
Eisler Capital (US) LLC,7,116619960.85714285,198132130
"Eldred Rock Partners, LLC",1,268416.0,268416
"Eldridge Investment Advisors, Inc.",21,3738.2380952380954,6323
Elefante Mark B,3,704.6666666666666,821
"Element Wealth, LLC",21,922376.2857142857,2814290
"Elequin Capital, LP",2,80134485.5,160268800
"Elevate Capital Advisors, LLC",1,5029221.0,5029221
"Elevated Capital Advisors, LLC",18,3448016.888888889,12109727
Elgethun Capital Management,21,1241538.4761904762,4185366
Elios Financial Group Inc.,2,4203701.0,4358624
"Eliot Finkel Investment Counsel, LLC",21,668556.6666666666,1963293
Elite Life Management LLC,5,1162987.6,1449431
"Elite Wealth Management, Inc.",23,15454754.304347826,50166710
"Elk River Wealth Management, LLC",17,13055187.94117647,33856038
Ellenbecker Investment Group,21,1504214.5238095238,9239956
"Ellevest, Inc.",21,8477040.57142857,24925564
"Ellis Investment Partners, LLC",21,8169627.047619048,24347605
"Ellsworth Advisors, LLC",19,3112143.947368421,8805514
"Elm3 Financial Group, LLC",1,4412569.0,4412569
